city,state,state code,country code,country
Cavendish,Vermont,VT,US,United States
Newton,Massachusetts,MA,US,United States
Ovilla,Texas,TX,US,United States
Pasadena,Texas,TX,US,United States
Scotia,New York,NY,US,United States
Cape Girardeau,Missouri,MO,US,United States
Chattanooga,Tennessee,TN,US,United States
Springfield,Illinois,IL,US,United States
Murray,Utah,UT,US,United States
Daytona Beach,Florida,FL,US,United States
Rockford,Illinois,IL,US,United States
North Swanzey,New Hampshire,NH,US,United States
Johnson City,Tennessee,TN,US,United States
Norwalk,Connecticut,CT,US,United States
Nantucket,Massachusetts,MA,US,United States
Lexington,Virginia,VA,US,United States
Wilmington,North Carolina,NC,US,United States
Greenville,South Carolina,SC,US,United States
Lake Havasu City,Arizona,AZ,US,United States
Ennis,Texas,TX,US,United States
Vernon,New York,NY,US,United States
Orchard Park,New York,NY,US,United States
Speedway,Indiana,IN,US,United States
Bridgeview,Illinois,IL,US,United States
West Haven,Connecticut,CT,US,United States
Clifton Park,New York,NY,US,United States
Teaneck,New Jersey,NJ,US,United States
Clemson,South Carolina,SC,US,United States
Auburn,New York,NY,US,United States
Bottineau,North Dakota,ND,US,United States
San Juan Capistrano,California,CA,US,United States
Lido Beach,New York,NY,US,United States
Newport,Kentucky,KY,US,United States
Amagansett,New York,NY,US,United States
Elmer,New Jersey,NJ,US,United States
Rapid City,South Dakota,SD,US,United States
Harlem,New York,NY,US,United States
Glendale,Arizona,AZ,US,United States
Brunswick,Maine,ME,US,United States
Pompano Beach,Florida,FL,US,United States
Munhall,Pennsylvania,PA,US,United States
Royal Oak,Michigan,MI,US,United States
Millvale,Pennsylvania,PA,US,United States
Williamsville,New York,NY,US,United States
Livermore,California,CA,US,United States
Wallingford,Connecticut,CT,US,United States
Springfield,Virginia,VA,US,United States
Queen Creek,Arizona,AZ,US,United States
Kearney,Nebraska,NE,US,United States
Lindenhurst,New York,NY,US,United States
Clearfield,Pennsylvania,PA,US,United States
Pueblo,Colorado,CO,US,United States
Middletown,Connecticut,CT,US,United States
Valdosta,Georgia,GA,US,United States
Sterling,Virginia,VA,US,United States
Fairleigh Dickinson University,New Jersey,NJ,US,United States
Indianola,Iowa,IA,US,United States
Cordova,Tennessee,TN,US,United States
Emeryville,California,CA,US,United States
Cerritos,California,CA,US,United States
Cumberland,Maryland,MD,US,United States
Howell,Michigan,MI,US,United States
Peabody,Massachusetts,MA,US,United States
Niles,Michigan,MI,US,United States
Ridgely,Maryland,MD,US,United States
McKinney,Texas,TX,US,United States
Norwich,Connecticut,CT,US,United States
Aurora,Colorado,CO,US,United States
New Port Richey,Florida,FL,US,United States
Pittsfield,Massachusetts,MA,US,United States
Burlington,New Jersey,NJ,US,United States
Auburn,Indiana,IN,US,United States
Unity,Maine,ME,US,United States
Cumming,Georgia,GA,US,United States
Citrus Heights,California,CA,US,United States
Clinton,Iowa,IA,US,United States
Berea,Ohio,OH,US,United States
Mayport,Florida,FL,US,United States
Winsted,Minnesota,MN,US,United States
Mineral City,Ohio,OH,US,United States
Aptos,California,CA,US,United States
Spencerport,New York,NY,US,United States
Barre,Vermont,VT,US,United States
Carmel,Indiana,IN,US,United States
Fortville,Indiana,IN,US,United States
Greenwich,Connecticut,CT,US,United States
Charlotte,Vermont,VT,US,United States
Sandwich,Massachusetts,MA,US,United States
West Memphis,Arkansas,AR,US,United States
Skullbone,Tennessee,TN,US,United States
Palm Springs,California,CA,US,United States
Fort Bragg,North Carolina,NC,US,United States
Bristol,Virginia,VA,US,United States
El Reno,Oklahoma,OK,US,United States
Templeton,California,CA,US,United States
East Moline,Illinois,IL,US,United States
Larkspur,California,CA,US,United States
Green River,Wyoming,WY,US,United States
Millersville,Pennsylvania,PA,US,United States
Beverly Hills,California,CA,US,United States
Westhampton,New York,NY,US,United States
West Fargo,North Dakota,ND,US,United States
Brownville,Nebraska,NE,US,United States
Daly City,California,CA,US,United States
Amarillo,Texas,TX,US,United States
Farmingville,New York,NY,US,United States
Mountainside,New Jersey,NJ,US,United States
Idaho Falls,Idaho,ID,US,United States
Hampton Beach,New Hampshire,NH,US,United States
Bixby,Oklahoma,OK,US,United States
Tarrytown,New York,NY,US,United States
Papillion,Nebraska,NE,US,United States
Chambersburg,Pennsylvania,PA,US,United States
Peachtree City,Georgia,GA,US,United States
Columbia,Maryland,MD,US,United States
Derby,Connecticut,CT,US,United States
Glastonbury,Connecticut,CT,US,United States
Appleton,Wisconsin,WI,US,United States
Puyallup,Washington,WA,US,United States
Mount Airy,Maryland,MD,US,United States
Norfolk,Connecticut,CT,US,United States
Blawnox,Pennsylvania,PA,US,United States
Kettering,Ohio,OH,US,United States
Newkirk,Oklahoma,OK,US,United States
Frostburg,Maryland,MD,US,United States
Bellmawr,New Jersey,NJ,US,United States
Enterprise,Alabama,AL,US,United States
Russellville,Arkansas,AR,US,United States
Texarkana,Texas,TX,US,United States
Sebastopol,California,CA,US,United States
San Luis Obispo,California,CA,US,United States
Big Flats,New York,NY,US,United States
Bryan,Texas,TX,US,United States
Concord,New Hampshire,NH,US,United States
Kingston,Massachusetts,MA,US,United States
Excelsior Springs,Missouri,MO,US,United States
Apex,North Carolina,NC,US,United States
Hull,Massachusetts,MA,US,United States
Glen Burnie,Maryland,MD,US,United States
Laughlintown,Pennsylvania,PA,US,United States
Masontown,West Virginia,WV,US,United States
Mahwah,New Jersey,NJ,US,United States
Imperial,Nebraska,NE,US,United States
Central City,Iowa,IA,US,United States
Saint Helens,Oregon,OR,US,United States
Wallington,New Jersey,NJ,US,United States
Syosset,New York,NY,US,United States
Fairburn,Georgia,GA,US,United States
Florence,Massachusetts,MA,US,United States
Framingham,Massachusetts,MA,US,United States
Geneseo,New York,NY,US,United States
Farmington,Missouri,MO,US,United States
Newport (historical),Alabama,AL,US,United States
Wayne,Michigan,MI,US,United States
Barnegat,New Jersey,NJ,US,United States
Decatur,Georgia,GA,US,United States
Sweet Briar College,Virginia,VA,US,United States
Colchester,Virginia,VA,US,United States
Victorville,California,CA,US,United States
Krakow,Missouri,MO,US,United States
Dennis,Massachusetts,MA,US,United States
Madison County,Virginia,VA,US,United States
Strawberry,California,CA,US,United States
Cape Canaveral,Florida,FL,US,United States
Juneau City and Borough,Alaska,AK,US,United States
Zephyrhills,Florida,FL,US,United States
Allendale,Michigan,MI,US,United States
Sedalia,Missouri,MO,US,United States
Catskill,New York,NY,US,United States
Glynco Annex,Georgia,GA,US,United States
Yellow Springs,Ohio,OH,US,United States
Patchogue,New York,NY,US,United States
Hattiesburg,Mississippi,MS,US,United States
South Burlington,Vermont,VT,US,United States
Trinidad,California,CA,US,United States
Meteor Crater,Arizona,AZ,US,United States
Lombard,Illinois,IL,US,United States
Hanford,California,CA,US,United States
Milford,Connecticut,CT,US,United States
South Woodstock,Connecticut,CT,US,United States
Addison,Illinois,IL,US,United States
Mulberry,Kansas,KS,US,United States
Martinez,California,CA,US,United States
Galveston,Texas,TX,US,United States
Cicero,Illinois,IL,US,United States
Allegan,Michigan,MI,US,United States
Meyers Cove,Florida,FL,US,United States
Jonesboro,Georgia,GA,US,United States
Chestnut Hill,Massachusetts,MA,US,United States
Troy,Ohio,OH,US,United States
Alfred,New York,NY,US,United States
Frederick,Maryland,MD,US,United States
Rye,New York,NY,US,United States
South Padre Island,Texas,TX,US,United States
Montauk,New York,NY,US,United States
Quincy,Massachusetts,MA,US,United States
Peoria,Arizona,AZ,US,United States
Sparta,Wisconsin,WI,US,United States
Garden City,New Jersey,NJ,US,United States
Selden,New York,NY,US,United States
Eatontown,New Jersey,NJ,US,United States
Anthony,Texas,TX,US,United States
Renton,Washington,WA,US,United States
Florence,Arizona,AZ,US,United States
Marshfield,Wisconsin,WI,US,United States
Bitter End,Tennessee,TN,US,United States
Mena,Arkansas,AR,US,United States
Sharon,Pennsylvania,PA,US,United States
Neligh,Nebraska,NE,US,United States
Spring Green,Wisconsin,WI,US,United States
Coshocton,Ohio,OH,US,United States
Mechanicsburg,Pennsylvania,PA,US,United States
Middlesex,Vermont,VT,US,United States
Yuma,Colorado,CO,US,United States
Hart,Michigan,MI,US,United States
Rifle,Colorado,CO,US,United States
Wilmington,California,CA,US,United States
Mannsville,New York,NY,US,United States
Fulton,New York,NY,US,United States
Cape Vincent,New York,NY,US,United States
Catlettsburg,Kentucky,KY,US,United States
Adams,New York,NY,US,United States
Fort Drum / Wheeler-Sack U. S. Army Airfield,New York,NY,US,United States
Riegelsville,Pennsylvania,PA,US,United States
Lyons,New York,NY,US,United States
Arden,North Carolina,NC,US,United States
Wakefield,Virginia,VA,US,United States
Sylvania,Georgia,GA,US,United States
Kahoka,Missouri,MO,US,United States
Park City,Kansas,KS,US,United States
Bodega,California,CA,US,United States
Tomah,Wisconsin,WI,US,United States
Somerdale,New Jersey,NJ,US,United States
Fraser,Michigan,MI,US,United States
Paris,Texas,TX,US,United States
Burghill,Ohio,OH,US,United States
Paintsville,Kentucky,KY,US,United States
Thief River Falls,Minnesota,MN,US,United States
Leitchfield,Kentucky,KY,US,United States
Wexford,Pennsylvania,PA,US,United States
Yorkville,Illinois,IL,US,United States
Alma,Arkansas,AR,US,United States
Wilson,Wisconsin,WI,US,United States
Hinkley Park,Illinois,IL,US,United States
Yorktown Heights,New York,NY,US,United States
Laporte,Colorado,CO,US,United States
Wausau,Florida,FL,US,United States
Snook,Texas,TX,US,United States
Princeton,Indiana,IN,US,United States
Olney,Illinois,IL,US,United States
Orihula,Wisconsin,WI,US,United States
City of Mosinee,Wisconsin,WI,US,United States
Burnet,Texas,TX,US,United States
Shelby Township,Michigan,MI,US,United States
Boonville,Indiana,IN,US,United States
York Township,Pennsylvania,PA,US,United States
Huguenot,New York,NY,US,United States
Deming,Washington,WA,US,United States
East Durham,New York,NY,US,United States
Hayward,California,CA,US,United States
Keystone,Colorado,CO,US,United States
Hodges,South Carolina,SC,US,United States
Carrolton Township,Minnesota,MN,US,United States
Lenawee County,Michigan,MI,US,United States
Davison,Michigan,MI,US,United States
Murrieta,California,CA,US,United States
White Sulphur Springs,West Virginia,WV,US,United States
Davis Park,New York,NY,US,United States
Fort Thomas,Kentucky,KY,US,United States
Shipshewana,Indiana,IN,US,United States
Chino,California,CA,US,United States
Barnesville,Minnesota,MN,US,United States
Yorkville,New York,NY,US,United States
Toppenish,Washington,WA,US,United States
Maysville,Kentucky,KY,US,United States
Urbandale,Iowa,IA,US,United States
Euless,Texas,TX,US,United States
Delmar,Maryland,MD,US,United States
Phenix City,Alabama,AL,US,United States
Larkspur,Colorado,CO,US,United States
East Berlin,Connecticut,CT,US,United States
Newport News Park,Virginia,VA,US,United States
Oak Park,Illinois,IL,US,United States
Iselin,New Jersey,NJ,US,United States
Huntingdon,Tennessee,TN,US,United States
Boston,Ohio,OH,US,United States
Warwick,New York,NY,US,United States
Salida,Colorado,CO,US,United States
Stinson Beach,California,CA,US,United States
Oviedo,Florida,FL,US,United States
Allenspark,Colorado,CO,US,United States
Town of Smithfield,Rhode Island,RI,US,United States
Armstrong Hollow,West Virginia,WV,US,United States
Colden,New York,NY,US,United States
Tappan,New York,NY,US,United States
Townshend,Vermont,VT,US,United States
Leavenworth,Kansas,KS,US,United States
Fowlerville,Michigan,MI,US,United States
White Mills,Pennsylvania,PA,US,United States
Lesterville,Michigan,MI,US,United States
Brule,Wisconsin,WI,US,United States
Brooksville,Florida,FL,US,United States
Claxton,Georgia,GA,US,United States
Ringgold,Virginia,VA,US,United States
New Hampden,Virginia,VA,US,United States
Wayne Township,Pennsylvania,PA,US,United States
Ocean Isle Beach,North Carolina,NC,US,United States
Clinton,Mississippi,MS,US,United States
Bothell,Washington,WA,US,United States
Town of Ledyard,Connecticut,CT,US,United States
Mora,Minnesota,MN,US,United States
Middleboro,Massachusetts,MA,US,United States
Greenwood,Delaware,DE,US,United States
Westville,Indiana,IN,US,United States
Arsenal Island,Illinois,IL,US,United States
Pineville,Louisiana,LA,US,United States
Snellville,Georgia,GA,US,United States
Big Lake,Minnesota,MN,US,United States
South Boston,Virginia,VA,US,United States
Colleyville,Texas,TX,US,United States
Roxbury,New York,NY,US,United States
North Manchester,Indiana,IN,US,United States
Toccoa,Georgia,GA,US,United States
Pinehurst,Texas,TX,US,United States
Town of Preston,Connecticut,CT,US,United States
Omak,Washington,WA,US,United States
Walnut Ridge,Arkansas,AR,US,United States
Homosassa,Florida,FL,US,United States
Humboldt,Iowa,IA,US,United States
Bloomfield Hills,Michigan,MI,US,United States
Romania,Pennsylvania,PA,US,United States
Salida,Colorado,CO,US,United States
New Windsor,New York,NY,US,United States
Stinson Beach,California,CA,US,United States
Oviedo,Florida,FL,US,United States
Colden,New York,NY,US,United States
Oakland,Ohio,OH,US,United States
Bellevue,Nebraska,NE,US,United States
Tappan,New York,NY,US,United States
Leavenworth,Kansas,KS,US,United States
Fowlerville,Michigan,MI,US,United States
Koreatown,California,CA,US,United States
Van Wert,Ohio,OH,US,United States
Vinton,Louisiana,LA,US,United States
Brule,Wisconsin,WI,US,United States
Brooksville,Florida,FL,US,United States
Claxton,Georgia,GA,US,United States
Freeport,Texas,TX,US,United States
Harmony,Minnesota,MN,US,United States
Comstock Park,Michigan,MI,US,United States
Montpelier,Indiana,IN,US,United States
Elyria,Ohio,OH,US,United States
Port Mansfield,Texas,TX,US,United States
Hoisington,Kansas,KS,US,United States
Vienna,Missouri,MO,US,United States
Algodones,New Mexico,NM,US,United States
Tushka,Oklahoma,OK,US,United States
Mannsville,New York,NY,US,United States
Fulton,New York,NY,US,United States
Cape Vincent,New York,NY,US,United States
Sandy Creek,New York,NY,US,United States
Catlettsburg,Kentucky,KY,US,United States
Adams,New York,NY,US,United States
Fort Drum / Wheeler-Sack U. S. Army Airfield,New York,NY,US,United States
Fountain Hill,Pennsylvania,PA,US,United States
Sorrento,Louisiana,LA,US,United States
Clovis,New Mexico,NM,US,United States
Emmaus,Pennsylvania,PA,US,United States
Riegelsville,Pennsylvania,PA,US,United States
Carle Place,New York,NY,US,United States
Buffalo Grove,Illinois,IL,US,United States
Ramapo,New York,NY,US,United States
Glennville Adobe,California,CA,US,United States
Beech Grove,Indiana,IN,US,United States
Clifton,Tennessee,TN,US,United States
Chevy Chase,Maryland,MD,US,United States
Tomball,Texas,TX,US,United States
Woodstock,Georgia,GA,US,United States
Lancaster,South Carolina,SC,US,United States
Laramie County,Wyoming,WY,US,United States
Edison,New Jersey,NJ,US,United States
Oriental,North Carolina,NC,US,United States
Avon,Ohio,OH,US,United States
Green Lane,Pennsylvania,PA,US,United States
Eaton,Colorado,CO,US,United States
West Branch Township,Michigan,MI,US,United States
Franklin Park,Illinois,IL,US,United States
Warren County,Ohio,OH,US,United States
Brookfield,Illinois,IL,US,United States
Linville,North Carolina,NC,US,United States
Cedar City,Utah,UT,US,United States
El Pescadero,California,CA,US,United States
Wellesley Island,New York,NY,US,United States
New Albany,Ohio,OH,US,United States
Evergreen Park,Illinois,IL,US,United States
Sophia,North Carolina,NC,US,United States
Burns,Tennessee,TN,US,United States
Wadena,Iowa,IA,US,United States
Montesano,Washington,WA,US,United States
Olathe,Colorado,CO,US,United States
Ashby,Minnesota,MN,US,United States
Winchester,Ohio,OH,US,United States
Powder Springs,Georgia,GA,US,United States
Waynesburg,Pennsylvania,PA,US,United States
Plainfield,Connecticut,CT,US,United States
Norwich,New York,NY,US,United States
Hollis,New Hampshire,NH,US,United States
Hialeah,Florida,FL,US,United States
Belle Fourche,South Dakota,SD,US,United States
Castro Valley,California,CA,US,United States
Alva,Oklahoma,OK,US,United States
New Egypt,New Jersey,NJ,US,United States
Napa Valley,California,CA,US,United States
Raritan,New Jersey,NJ,US,United States
Lehigh Acres,Florida,FL,US,United States
Stuttgart,Arkansas,AR,US,United States
Woodbridge,Virginia,VA,US,United States
St. Joe Township,Arkansas,AR,US,United States
Perryton,Texas,TX,US,United States
Hazelton Mills,Pennsylvania,PA,US,United States
Calumet,Illinois,IL,US,United States
Beverly,Kentucky,KY,US,United States
McKeesport,Pennsylvania,PA,US,United States
Whitehouse Station,New Jersey,NJ,US,United States
Angola,New York,NY,US,United States
West Hartford,Connecticut,CT,US,United States
Waconia,Minnesota,MN,US,United States
West Jefferson,North Carolina,NC,US,United States
Bossier City,Louisiana,LA,US,United States
Arden,Delaware,DE,US,United States
Highland,Indiana,IN,US,United States
Snowbird,Utah,UT,US,United States
Black Mountain,North Carolina,NC,US,United States
Pittsboro,North Carolina,NC,US,United States
Glen Arbor,Michigan,MI,US,United States
Brownsburg,Indiana,IN,US,United States
Saint Pete Beach,Florida,FL,US,United States
Elon,North Carolina,NC,US,United States
Fountain Hills,Arizona,AZ,US,United States
Hill Point,Wisconsin,WI,US,United States
Golden,Colorado,CO,US,United States
Stuart,Virginia,VA,US,United States
Ashaway,Rhode Island,RI,US,United States
North Smithfield,Rhode Island,RI,US,United States
Mishawaka,Indiana,IN,US,United States
Hamburg,New York,NY,US,United States
Colchester,Vermont,VT,US,United States
Alderwood Manor,Washington,WA,US,United States
Archer,Florida,FL,US,United States
Turtle Lake,Wisconsin,WI,US,United States
Lauderhill,Florida,FL,US,United States
East Greenbush,New York,NY,US,United States
Centre Hall,Pennsylvania,PA,US,United States
Greenville,Tennessee,TN,US,United States
Eureka Creek,California,CA,US,United States
Fountain Valley,California,CA,US,United States
Crowley,Louisiana,LA,US,United States
West Chicago,Illinois,IL,US,United States
Eufaula,Alabama,AL,US,United States
Alpena,Michigan,MI,US,United States
Saint Jo,Texas,TX,US,United States
Short Hills,New Jersey,NJ,US,United States
Bayport,New York,NY,US,United States
Daggett,Michigan,MI,US,United States
Deerfield,New Hampshire,NH,US,United States
Huntersville,North Carolina,NC,US,United States
Rochester,Indiana,IN,US,United States
Woodland Park,Colorado,CO,US,United States
Tujunga,California,CA,US,United States
Palmyra,Maine,ME,US,United States
Olivebridge,New York,NY,US,United States
Corsicana,Texas,TX,US,United States
Springfield,New Jersey,NJ,US,United States
Montclair,California,CA,US,United States
Plymouth Meeting,Pennsylvania,PA,US,United States
Holly,Michigan,MI,US,United States
Saint Leo,Minnesota,MN,US,United States
Plymouth,Pennsylvania,PA,US,United States
Crestview,Florida,FL,US,United States
Seymour,Indiana,IN,US,United States
Leicester,Massachusetts,MA,US,United States
Deatsville,Alabama,AL,US,United States
Schiller Park,Illinois,IL,US,United States
Grand Rapids,Minnesota,MN,US,United States
Fairfield,Iowa,IA,US,United States
Centerville,Massachusetts,MA,US,United States
Brigantine,New Jersey,NJ,US,United States
Shiner,Texas,TX,US,United States
Spring Valley,Illinois,IL,US,United States
Friendswood,Texas,TX,US,United States
Meigs,Georgia,GA,US,United States
East Longmeadow,Massachusetts,MA,US,United States
Milton,Florida,FL,US,United States
Franklinville,New Jersey,NJ,US,United States
Newcastle,Oklahoma,OK,US,United States
Pittsburg,Illinois,IL,US,United States
Cottage Hills,Illinois,IL,US,United States
Bean Blossom Dam,Indiana,IN,US,United States
Camden,Arkansas,AR,US,United States
McComb,Mississippi,MS,US,United States
Cherry Spring,Texas,TX,US,United States
Charleston,Mississippi,MS,US,United States
Iola,Kansas,KS,US,United States
Rushford,Minnesota,MN,US,United States
Milligan,Nebraska,NE,US,United States
Cisco,Texas,TX,US,United States
Franksville,Wisconsin,WI,US,United States
McLean,New York,NY,US,United States
Lansing,New York,NY,US,United States
Dufur,Oregon,OR,US,United States
Honoka‘a,Hawaii,HI,US,United States
Leachville,Arkansas,AR,US,United States
Gilmer,Texas,TX,US,United States
Ripley,Mississippi,MS,US,United States
Parkin,Arkansas,AR,US,United States
Toccopola,Mississippi,MS,US,United States
Gobler,Missouri,MO,US,United States
Grenada,Mississippi,MS,US,United States
Bruce,Mississippi,MS,US,United States
Belden,Mississippi,MS,US,United States
Rich Hill,Missouri,MO,US,United States
Plaquemine,Louisiana,LA,US,United States
Spencer,Massachusetts,MA,US,United States
Hamler,Ohio,OH,US,United States
Hico,Texas,TX,US,United States
Capitan,New Mexico,NM,US,United States
Drumright,Oklahoma,OK,US,United States
Plantersville,Texas,TX,US,United States
Columbia,New Jersey,NJ,US,United States
Melrose,Massachusetts,MA,US,United States
Henrietta,New York,NY,US,United States
Norfolk,Massachusetts,MA,US,United States
Ocean Shores,Washington,WA,US,United States
Ottertail,Minnesota,MN,US,United States
Suquamish,Washington,WA,US,United States
Pleasantville,New Jersey,NJ,US,United States
Groton,Vermont,VT,US,United States
Whitewood,South Dakota,SD,US,United States
East Falmouth,Massachusetts,MA,US,United States
Petersburg,Illinois,IL,US,United States
Union Bridge,Maryland,MD,US,United States
Palm Bay,Florida,FL,US,United States
Brunswick,Ohio,OH,US,United States
McFarland,California,CA,US,United States
Lebanon,Tennessee,TN,US,United States
Bay View,Wisconsin,WI,US,United States
Lake Saginaw,New Jersey,NJ,US,United States
Pleasant Ridge,Michigan,MI,US,United States
Vandalia,Missouri,MO,US,United States
Knoxville,Kentucky,KY,US,United States
Fallston,Maryland,MD,US,United States
Deerwood,Minnesota,MN,US,United States
Neillsville,Wisconsin,WI,US,United States
Montgomery,West Virginia,WV,US,United States
Rantoul,Illinois,IL,US,United States
Tunbridge,Vermont,VT,US,United States
Kalona,Iowa,IA,US,United States
Claremore Creek,Oklahoma,OK,US,United States
Saginaw Bay Marina,Michigan,MI,US,United States
Harlan,Kentucky,KY,US,United States
Mansfield,Texas,TX,US,United States
Elkview,West Virginia,WV,US,United States
Greenville,Alabama,AL,US,United States
Morrison,Tennessee,TN,US,United States
Barbourville,Kentucky,KY,US,United States
West Lake Wales,Florida,FL,US,United States
Jefferson,South Dakota,SD,US,United States
Friendship,Indiana,IN,US,United States
Nelson,New York,NY,US,United States
Rosslyn,Virginia,VA,US,United States
Clover,South Carolina,SC,US,United States
Maize,Kansas,KS,US,United States
Rockaway Township,New Jersey,NJ,US,United States
Oakdale,New York,NY,US,United States
Mount Pleasant,Texas,TX,US,United States
Town of Emery,Wisconsin,WI,US,United States
Town of Mosinee,Wisconsin,WI,US,United States
Banksville,New York,NY,US,United States
Crab Orchard,Kentucky,KY,US,United States
Baker,Louisiana,LA,US,United States
Elkton,Kentucky,KY,US,United States
Reidsville,North Carolina,NC,US,United States
Berryville,Virginia,VA,US,United States
Weaverville,North Carolina,NC,US,United States
Lavonia,Georgia,GA,US,United States
Dickinson,Texas,TX,US,United States
Muncie,Illinois,IL,US,United States
Albertville,Alabama,AL,US,United States
Brighton,Michigan,MI,US,United States
Town of Hartland,Wisconsin,WI,US,United States
Keshena,Wisconsin,WI,US,United States
Flat Rock,Mississippi,MS,US,United States
Del City,Oklahoma,OK,US,United States
Loving,New Mexico,NM,US,United States
Corrales,New Mexico,NM,US,United States
Lake Ariel,Pennsylvania,PA,US,United States
Emmetsburg,Iowa,IA,US,United States
Acme,Pennsylvania,PA,US,United States
Schaller,Iowa,IA,US,United States
Austell,Georgia,GA,US,United States
Rainbow City,Alabama,AL,US,United States
Heber City,Utah,UT,US,United States
Mount Pocono,Pennsylvania,PA,US,United States
Holley,New York,NY,US,United States
Forest City,North Carolina,NC,US,United States
Schuylerville,New York,NY,US,United States
Conesus,New York,NY,US,United States
Mount Vernon,Ohio,OH,US,United States
Windham,Vermont,VT,US,United States
Fair Haven,New Jersey,NJ,US,United States
Webster Groves,Missouri,MO,US,United States
Norway,Michigan,MI,US,United States
Flat Rock,Michigan,MI,US,United States
Fremont,Nebraska,NE,US,United States
Fort Dix,New Jersey,NJ,US,United States
Maribel,Wisconsin,WI,US,United States
Prospect Park,Pennsylvania,PA,US,United States
Mason,Texas,TX,US,United States
Proctorville,Ohio,OH,US,United States
Electric City,Washington,WA,US,United States
Lodi,Wisconsin,WI,US,United States
Madeira Beach,Florida,FL,US,United States
Farmington,Maine,ME,US,United States
Fayette,Mississippi,MS,US,United States
Folsom,Pennsylvania,PA,US,United States
Bar Nunn,Wyoming,WY,US,United States
Brooks,Wisconsin,WI,US,United States
Moapa,Nevada,NV,US,United States
Ashland,Nebraska,NE,US,United States
Shorewood,Illinois,IL,US,United States
Grover Hill,Ohio,OH,US,United States
Jenkintown,Pennsylvania,PA,US,United States
Boonsboro,Maryland,MD,US,United States
South Park Township,Pennsylvania,PA,US,United States
Marshall,California,CA,US,United States
Clinton Township,Iowa,IA,US,United States
Rio Grande,Ohio,OH,US,United States
Coal City,Illinois,IL,US,United States
Hamilton,New Jersey,NJ,US,United States
Bancroft,Iowa,IA,US,United States
Hammonton,New Jersey,NJ,US,United States
Tilton,Illinois,IL,US,United States
Madawaska,Maine,ME,US,United States
Bristol,Pennsylvania,PA,US,United States
Clute,Texas,TX,US,United States
Mason,Michigan,MI,US,United States
Meadowview,Virginia,VA,US,United States
Petersburg,Ohio,OH,US,United States
Milan,Illinois,IL,US,United States
Griggsville,Illinois,IL,US,United States
Dallas,Georgia,GA,US,United States
Calumet City,Illinois,IL,US,United States
Portage,Wisconsin,WI,US,United States
Welch,Oklahoma,OK,US,United States
Angola,Louisiana,LA,US,United States
Port Richey,Florida,FL,US,United States
Kerrville,Texas,TX,US,United States
Rosebud,South Dakota,SD,US,United States
Liberty Island,New York,NY,US,United States
Gray,Tennessee,TN,US,United States
Sixes,Oregon,OR,US,United States
Strausstown,Pennsylvania,PA,US,United States
Old Forge,New York,NY,US,United States
Plummer,Indiana,IN,US,United States
Cambridge,Ohio,OH,US,United States
Rock Springs,Wyoming,WY,US,United States
Raquette Lake,New York,NY,US,United States
Kilauea,Hawaii,HI,US,United States
Whately,Massachusetts,MA,US,United States
Manomet,Massachusetts,MA,US,United States
Gate City,Virginia,VA,US,United States
Placitas,New Mexico,NM,US,United States
Jonestown,Pennsylvania,PA,US,United States
Roxboro,North Carolina,NC,US,United States
Oak Hill,Tennessee,TN,US,United States
Sunriver,Oregon,OR,US,United States
Pittsfield,Pennsylvania,PA,US,United States
Enola,Pennsylvania,PA,US,United States
Belchertown,Massachusetts,MA,US,United States
Bath,New Hampshire,NH,US,United States
Texas City,Texas,TX,US,United States
Dorset,Vermont,VT,US,United States
Kent Lake,Washington,WA,US,United States
Watford City,North Dakota,ND,US,United States
West Henrietta,New York,NY,US,United States
Hocking,Ohio,OH,US,United States
Budapest,Georgia,GA,US,United States
East Tawas,Michigan,MI,US,United States
Seabrook,Texas,TX,US,United States
Park Hills,Missouri,MO,US,United States
Vale,South Dakota,SD,US,United States
Patuxent River,Maryland,MD,US,United States
Middletown Springs,Vermont,VT,US,United States
Benicia,California,CA,US,United States
Hicksville,Ohio,OH,US,United States
Poland,Illinois,IL,US,United States
Grosse Isle,Louisiana,LA,US,United States
Conway,South Carolina,SC,US,United States
Alameda Creek,Texas,TX,US,United States
Haddon Heights,New Jersey,NJ,US,United States
City of South Lyon,Michigan,MI,US,United States
Sugar Loaf,New York,NY,US,United States
Mattapoisett,Massachusetts,MA,US,United States
Scottsburg,Indiana,IN,US,United States
Atlanta,Texas,TX,US,United States
Clairton,Pennsylvania,PA,US,United States
Taylorsville,Mississippi,MS,US,United States
Walnut Cove,North Carolina,NC,US,United States
Mascot,Tennessee,TN,US,United States
Russell,Kansas,KS,US,United States
Wallaceton,Pennsylvania,PA,US,United States
Center Point,Iowa,IA,US,United States
Zalma,Missouri,MO,US,United States
San Miguel,California,CA,US,United States
Dickson,Tennessee,TN,US,United States
Modesto,Illinois,IL,US,United States
Birdsboro,Pennsylvania,PA,US,United States
Loves Park,Illinois,IL,US,United States
Grand River,Ohio,OH,US,United States
Rotterdam,New York,NY,US,United States
Lunenburg,Massachusetts,MA,US,United States
Windermere,Florida,FL,US,United States
Westport,Washington,WA,US,United States
Hansen Dam,California,CA,US,United States
Litchfield,Minnesota,MN,US,United States
West Milton,Pennsylvania,PA,US,United States
Mantua,New Jersey,NJ,US,United States
Mount Morris,Pennsylvania,PA,US,United States
Ceresco,Nebraska,NE,US,United States
Centralia,Illinois,IL,US,United States
