city,state,state code,country code,country
Twyford,England,ENG,GB,United Kingdom
Saundersfoot,Wales,WLS,GB,United Kingdom
Randalstown,Northern Ireland,NIR,GB,United Kingdom
Ettrickbridge End,Scotland,SCT,GB,United Kingdom
Brook,England,ENG,GB,United Kingdom
Woburn Sands,England,ENG,GB,United Kingdom
Sevenoaks,England,ENG,GB,United Kingdom
Newbridge,Wales,WLS,GB,United Kingdom
Hay-on-wye,Wales,WLS,GB,United Kingdom
Leicestershire,England,ENG,GB,United Kingdom
Letchworth,England,ENG,GB,United Kingdom
Staines,England,ENG,GB,United Kingdom
Hythe,England,ENG,GB,United Kingdom
Clacton-on-Sea,England,ENG,GB,United Kingdom
Cornwall,England,ENG,GB,United Kingdom
Bicester,England,ENG,GB,United Kingdom
Newry,Northern Ireland,NIR,GB,United Kingdom
Ilfracombe,England,ENG,GB,United Kingdom
County Londonderry,Northern Ireland,NIR,GB,United Kingdom
Berkshire,England,ENG,GB,United Kingdom
Killyleagh,Northern Ireland,NIR,GB,United Kingdom
Pickering,England,ENG,GB,United Kingdom
Sixpenny Handley,England,ENG,GB,United Kingdom
Buttermere,England,ENG,GB,United Kingdom
Bridgnorth,England,ENG,GB,United Kingdom
Bedworth,England,ENG,GB,United Kingdom
Lytham St Annes,England,ENG,GB,United Kingdom
Burnham-on-Sea,England,ENG,GB,United Kingdom
Aberdeenshire,Scotland,SCT,GB,United Kingdom
Whetstone,England,ENG,GB,United Kingdom
Penryn,England,ENG,GB,United Kingdom
Broadstairs,England,ENG,GB,United Kingdom
Bruntingthorpe,England,ENG,GB,United Kingdom
Killay,Wales,WLS,GB,United Kingdom
Harpole,England,ENG,GB,United Kingdom
Alnwick,England,ENG,GB,United Kingdom
Ramsbottom,England,ENG,GB,United Kingdom
West Runton,England,ENG,GB,United Kingdom
Porthcawl,Wales,WLS,GB,United Kingdom
Wadebridge,England,ENG,GB,United Kingdom
Fort William,Scotland,SCT,GB,United Kingdom
Loch Leven,Scotland,SCT,GB,United Kingdom
Sherwood Forest,England,ENG,GB,United Kingdom
West Yorkshire,England,ENG,GB,United Kingdom
Findhorn,Scotland,SCT,GB,United Kingdom
Llanboidy,Wales,WLS,GB,United Kingdom
Derrylin,Northern Ireland,NIR,GB,United Kingdom
Mildenhall,England,ENG,GB,United Kingdom
Wolverley,England,ENG,GB,United Kingdom
Wymeswold,England,ENG,GB,United Kingdom
Keynsham,England,ENG,GB,United Kingdom
Pontardawe,Wales,WLS,GB,United Kingdom
Petersfield,England,ENG,GB,United Kingdom
Charing,England,ENG,GB,United Kingdom
Steyning,England,ENG,GB,United Kingdom
Stamford,England,ENG,GB,United Kingdom
Minchinhampton,England,ENG,GB,United Kingdom
Royston,England,ENG,GB,United Kingdom
Great Bardfield,England,ENG,GB,United Kingdom
Stowmarket,England,ENG,GB,United Kingdom
Hanslope,England,ENG,GB,United Kingdom
Leigh-on-Sea,England,ENG,GB,United Kingdom
Newark upon Trent,England,ENG,GB,United Kingdom
Hebburn,England,ENG,GB,United Kingdom
Caversham,England,ENG,GB,United Kingdom
Gislingham,England,ENG,GB,United Kingdom
Beaumaris,Wales,WLS,GB,United Kingdom
Corris,Wales,WLS,GB,United Kingdom
Dewsbury,England,ENG,GB,United Kingdom
Chislehurst,England,ENG,GB,United Kingdom
Budleigh Salterton,England,ENG,GB,United Kingdom
Nunhead,England,ENG,GB,United Kingdom
Macduff,Scotland,SCT,GB,United Kingdom
Charlbury,England,ENG,GB,United Kingdom
Thurso,Scotland,SCT,GB,United Kingdom
Dingwall,Scotland,SCT,GB,United Kingdom
Woodmancote,England,ENG,GB,United Kingdom
Llandrindod Wells,Wales,WLS,GB,United Kingdom
Mirfield,England,ENG,GB,United Kingdom
Falmer,England,ENG,GB,United Kingdom
Esher,England,ENG,GB,United Kingdom
Durness,Scotland,SCT,GB,United Kingdom
Nairn,Scotland,SCT,GB,United Kingdom
Easington,England,ENG,GB,United Kingdom
Canvey Island,England,ENG,GB,United Kingdom
Limavady,Northern Ireland,NIR,GB,United Kingdom
Dover,England,ENG,GB,United Kingdom
Largs,Scotland,SCT,GB,United Kingdom
North Berwick,Scotland,SCT,GB,United Kingdom
Langholm,Scotland,SCT,GB,United Kingdom
Berwick-upon-Tweed,England,ENG,GB,United Kingdom
Atherstone,England,ENG,GB,United Kingdom
Greenford,England,ENG,GB,United Kingdom
Box,England,ENG,GB,United Kingdom
Oldbury,England,ENG,GB,United Kingdom
Anglesey,Wales,WLS,GB,United Kingdom
Felbridge,England,ENG,GB,United Kingdom
Orpington,England,ENG,GB,United Kingdom
Aberdare,Wales,WLS,GB,United Kingdom
Eigg Island,Scotland,SCT,GB,United Kingdom
Welshpool,Wales,WLS,GB,United Kingdom
Crystal Palace,England,ENG,GB,United Kingdom
Saint Ives,England,ENG,GB,United Kingdom
Hadleigh,England,ENG,GB,United Kingdom
Tonypandy,Wales,WLS,GB,United Kingdom
Sheringham,England,ENG,GB,United Kingdom
The Hyde,England,ENG,GB,United Kingdom
Douglas,Scotland,SCT,GB,United Kingdom
Shepperton,England,ENG,GB,United Kingdom
Biggar,Scotland,SCT,GB,United Kingdom
Brean Sands,England,ENG,GB,United Kingdom
Coalville,England,ENG,GB,United Kingdom
Fowey,England,ENG,GB,United Kingdom
Cheshunt,England,ENG,GB,United Kingdom
Helston,England,ENG,GB,United Kingdom
Tresco,England,ENG,GB,United Kingdom
Redruth,England,ENG,GB,United Kingdom
Rotherfield,England,ENG,GB,United Kingdom
Warrenpoint,Northern Ireland,NIR,GB,United Kingdom
Rugeley,England,ENG,GB,United Kingdom
Spalding,England,ENG,GB,United Kingdom
Devon,England,ENG,GB,United Kingdom
Bideford,England,ENG,GB,United Kingdom
Lanchester,England,ENG,GB,United Kingdom
Bridport,England,ENG,GB,United Kingdom
Warwickshire,England,ENG,GB,United Kingdom
Cleethorpes,England,ENG,GB,United Kingdom
Brecon Beacons,Wales,WLS,GB,United Kingdom
Maidenhead,England,ENG,GB,United Kingdom
Bacup,England,ENG,GB,United Kingdom
Gosport,England,ENG,GB,United Kingdom
Milford,England,ENG,GB,United Kingdom
Burnley,England,ENG,GB,United Kingdom
Teesside County Borough,England,ENG,GB,United Kingdom
Amersham,England,ENG,GB,United Kingdom
Lowestoft,England,ENG,GB,United Kingdom
Dalston,England,ENG,GB,United Kingdom
Little Clacton,England,ENG,GB,United Kingdom
Solihull,England,ENG,GB,United Kingdom
Darwen,England,ENG,GB,United Kingdom
Wimborne Saint Giles,England,ENG,GB,United Kingdom
Slateford,Scotland,SCT,GB,United Kingdom
Ballymena,Northern Ireland,NIR,GB,United Kingdom
Saltash,England,ENG,GB,United Kingdom
Forres,Scotland,SCT,GB,United Kingdom
Ynysddu,Wales,WLS,GB,United Kingdom
Wellingborough,England,ENG,GB,United Kingdom
Pentrich,England,ENG,GB,United Kingdom
Shipston on Stour,England,ENG,GB,United Kingdom
Scunthorpe,England,ENG,GB,United Kingdom
Kilburn,England,ENG,GB,United Kingdom
Longforgan,Scotland,SCT,GB,United Kingdom
Pontefract,England,ENG,GB,United Kingdom
Bruton,England,ENG,GB,United Kingdom
Anstruther,Scotland,SCT,GB,United Kingdom
Wellington,England,ENG,GB,United Kingdom
Musselburgh,Scotland,SCT,GB,United Kingdom
Berwick,England,ENG,GB,United Kingdom
Chobham,England,ENG,GB,United Kingdom
Aigburth,England,ENG,GB,United Kingdom
Tatton Park,England,ENG,GB,United Kingdom
Stretford,England,ENG,GB,United Kingdom
Aylesford,England,ENG,GB,United Kingdom
Dalkeith,Scotland,SCT,GB,United Kingdom
County of Powys,Wales,WLS,GB,United Kingdom
Muir of Ord,Scotland,SCT,GB,United Kingdom
Dol-gôch,Wales,WLS,GB,United Kingdom
Bron Y Garth Hospital,Wales,WLS,GB,United Kingdom
Dorchester,England,ENG,GB,United Kingdom
Elsecar,England,ENG,GB,United Kingdom
Evesham,England,ENG,GB,United Kingdom
Sunbury,England,ENG,GB,United Kingdom
Isleworth,England,ENG,GB,United Kingdom
Llanelli,Wales,WLS,GB,United Kingdom
Woolacombe,England,ENG,GB,United Kingdom
Lyndhurst,England,ENG,GB,United Kingdom
Perranporth,England,ENG,GB,United Kingdom
Coleford,England,ENG,GB,United Kingdom
Northallerton,England,ENG,GB,United Kingdom
Dunsfold,England,ENG,GB,United Kingdom
Shaftesbury,England,ENG,GB,United Kingdom
Worsborough,England,ENG,GB,United Kingdom
Harrington,England,ENG,GB,United Kingdom
Laindon,England,ENG,GB,United Kingdom
Fairfield,Northern Ireland,NIR,GB,United Kingdom
Moulton,England,ENG,GB,United Kingdom
Burslem,England,ENG,GB,United Kingdom
Gainsborough,England,ENG,GB,United Kingdom
Haywood,Scotland,SCT,GB,United Kingdom
Brigstock,England,ENG,GB,United Kingdom
Arley,England,ENG,GB,United Kingdom
Knaresborough,England,ENG,GB,United Kingdom
Swale Dale,England,ENG,GB,United Kingdom
Hendon,England,ENG,GB,United Kingdom
Newchurch,England,ENG,GB,United Kingdom
Bloxwich,England,ENG,GB,United Kingdom
Bearsden,Scotland,SCT,GB,United Kingdom
Strangford Lough,Northern Ireland,NIR,GB,United Kingdom
Blandford Forum,England,ENG,GB,United Kingdom
Tenby Castle,Wales,WLS,GB,United Kingdom
Llantwit Major,Wales,WLS,GB,United Kingdom
Nailsea,England,ENG,GB,United Kingdom
Birmingham,England,ENG,GB,United Kingdom
Leeds,England,ENG,GB,United Kingdom
Sheffield,England,ENG,GB,United Kingdom
Liverpool,England,ENG,GB,United Kingdom
Kelly,England,ENG,GB,United Kingdom
Westbury on Severn,England,ENG,GB,United Kingdom
Helsby,England,ENG,GB,United Kingdom
Burghfield,England,ENG,GB,United Kingdom
Langtree,England,ENG,GB,United Kingdom
Amesbury,England,ENG,GB,United Kingdom
Beaford,England,ENG,GB,United Kingdom
Leysdown-on-Sea,England,ENG,GB,United Kingdom
Twycross,England,ENG,GB,United Kingdom
Heaton,England,ENG,GB,United Kingdom
Barry Island,Wales,WLS,GB,United Kingdom
Tarporley,England,ENG,GB,United Kingdom
Glusburn,England,ENG,GB,United Kingdom
Great Kimble,England,ENG,GB,United Kingdom
Lisnaskea,Northern Ireland,NIR,GB,United Kingdom
Killinchy,Northern Ireland,NIR,GB,United Kingdom
Westcott,England,ENG,GB,United Kingdom
Pulham Market,England,ENG,GB,United Kingdom
Formby,England,ENG,GB,United Kingdom
Wingfield,England,ENG,GB,United Kingdom
Spratton,England,ENG,GB,United Kingdom
Maesteg,Wales,WLS,GB,United Kingdom
Plaitford,England,ENG,GB,United Kingdom
Swanwick,England,ENG,GB,United Kingdom
Sherborne,England,ENG,GB,United Kingdom
Topsham,England,ENG,GB,United Kingdom
Swinton,England,ENG,GB,United Kingdom
Ballymoney,Northern Ireland,NIR,GB,United Kingdom
Cookham,England,ENG,GB,United Kingdom
Ballycastle,Northern Ireland,NIR,GB,United Kingdom
Marske,England,ENG,GB,United Kingdom
Thornaby on Tees,England,ENG,GB,United Kingdom
Washington,England,ENG,GB,United Kingdom
Seaham,England,ENG,GB,United Kingdom
Thornley,England,ENG,GB,United Kingdom
Silksworth,England,ENG,GB,United Kingdom
Hetton le Hole,England,ENG,GB,United Kingdom
Long Wittenham,England,ENG,GB,United Kingdom
Ponteland,England,ENG,GB,United Kingdom
Leyburn,England,ENG,GB,United Kingdom
Henlow,England,ENG,GB,United Kingdom
District of North East Lincolnshire,England,ENG,GB,United Kingdom
Carrickfergus,Northern Ireland,NIR,GB,United Kingdom
Knutsford,England,ENG,GB,United Kingdom
Burnham on Crouch,England,ENG,GB,United Kingdom
East Cambridgeshire,England,ENG,GB,United Kingdom
Cowbridge,Wales,WLS,GB,United Kingdom
Narborough,England,ENG,GB,United Kingdom
East Meon,England,ENG,GB,United Kingdom
Kewstoke,England,ENG,GB,United Kingdom
Humbie,Scotland,SCT,GB,United Kingdom
Bosherston,Wales,WLS,GB,United Kingdom
Lifton,England,ENG,GB,United Kingdom
Birchington-on-Sea,England,ENG,GB,United Kingdom
West Malling,England,ENG,GB,United Kingdom
Bishopsbourne,England,ENG,GB,United Kingdom
Yalding,England,ENG,GB,United Kingdom
Ribchester,England,ENG,GB,United Kingdom
North Yorkshire,England,ENG,GB,United Kingdom
Thurrock,England,ENG,GB,United Kingdom
Hook,England,ENG,GB,United Kingdom
Botley,England,ENG,GB,United Kingdom
Boreham,England,ENG,GB,United Kingdom
Tranent,Scotland,SCT,GB,United Kingdom
Hampton,England,ENG,GB,United Kingdom
Fakenham,England,ENG,GB,United Kingdom
East Sussex,England,ENG,GB,United Kingdom
Slough-na-more,Northern Ireland,NIR,GB,United Kingdom
Tyne and Wear,England,ENG,GB,United Kingdom
Lydd,England,ENG,GB,United Kingdom
Barnoldswick,England,ENG,GB,United Kingdom
Dartmouth,England,ENG,GB,United Kingdom
Havant,England,ENG,GB,United Kingdom
Debenham,England,ENG,GB,United Kingdom
Rochford,England,ENG,GB,United Kingdom
Blaydon,England,ENG,GB,United Kingdom
Hailsham,England,ENG,GB,United Kingdom
Lyme Regis,England,ENG,GB,United Kingdom
Faringdon,England,ENG,GB,United Kingdom
Allendale Town,England,ENG,GB,United Kingdom
Shirebrook,England,ENG,GB,United Kingdom
Southam,England,ENG,GB,United Kingdom
Bodelwyddan,Wales,WLS,GB,United Kingdom
Great Ayton,England,ENG,GB,United Kingdom
Ferryhill,England,ENG,GB,United Kingdom
Alfreton,England,ENG,GB,United Kingdom
Banbridge,Northern Ireland,NIR,GB,United Kingdom
Mitcham,England,ENG,GB,United Kingdom
County Borough of Bridgend,Wales,WLS,GB,United Kingdom
Halstead,England,ENG,GB,United Kingdom
Wendover,England,ENG,GB,United Kingdom
South Benfleet,England,ENG,GB,United Kingdom
Manchester Ship Canal,England,ENG,GB,United Kingdom
Skewen,Wales,WLS,GB,United Kingdom
Newcastle,Northern Ireland,NIR,GB,United Kingdom
Littleport,England,ENG,GB,United Kingdom
Carnforth,England,ENG,GB,United Kingdom
Sutton Benger,England,ENG,GB,United Kingdom
Bentwaters Royal Air Force Base,England,ENG,GB,United Kingdom
Yardley,England,ENG,GB,United Kingdom
Egremont,England,ENG,GB,United Kingdom
Cullen,Scotland,SCT,GB,United Kingdom
Droitwich,England,ENG,GB,United Kingdom
Wymondham,England,ENG,GB,United Kingdom
Longstanton,England,ENG,GB,United Kingdom
Barton-le-Clay,England,ENG,GB,United Kingdom
Wilshamstead,England,ENG,GB,United Kingdom
Kirton in Lindsey,England,ENG,GB,United Kingdom
Burton,England,ENG,GB,United Kingdom
Longformacus,Scotland,SCT,GB,United Kingdom
Bridgend,Scotland,SCT,GB,United Kingdom
Purfleet,England,ENG,GB,United Kingdom
Marazion,England,ENG,GB,United Kingdom
Blackheath,England,ENG,GB,United Kingdom
Newton on Trent,England,ENG,GB,United Kingdom
Carsethorn,Scotland,SCT,GB,United Kingdom
Diss,England,ENG,GB,United Kingdom
Forest of Dean,England,ENG,GB,United Kingdom
Pakefield,England,ENG,GB,United Kingdom
Crowle,England,ENG,GB,United Kingdom
Canford Magna,England,ENG,GB,United Kingdom
Dickleburgh,England,ENG,GB,United Kingdom
Radcliffe on Trent,England,ENG,GB,United Kingdom
Congresbury,England,ENG,GB,United Kingdom
Brynmawr,Wales,WLS,GB,United Kingdom
Penkridge,England,ENG,GB,United Kingdom
Yorkshire Dales National Park,England,ENG,GB,United Kingdom
Painswick,England,ENG,GB,United Kingdom
Sidmouth,England,ENG,GB,United Kingdom
Castlederg,Northern Ireland,NIR,GB,United Kingdom
Chalfont Saint Peter,England,ENG,GB,United Kingdom
Dunbar,Scotland,SCT,GB,United Kingdom
Sheerness,England,ENG,GB,United Kingdom
Launceston,England,ENG,GB,United Kingdom
Portmadoc,Wales,WLS,GB,United Kingdom
Leith,Scotland,SCT,GB,United Kingdom
Yarmouth,England,ENG,GB,United Kingdom
Mundesley,England,ENG,GB,United Kingdom
Brawdy,Wales,WLS,GB,United Kingdom
Cumnock,Scotland,SCT,GB,United Kingdom
Llandovery,Wales,WLS,GB,United Kingdom
Crayford,England,ENG,GB,United Kingdom
Cowdenbeath,Scotland,SCT,GB,United Kingdom
Pembroke,Wales,WLS,GB,United Kingdom
Holbeach,England,ENG,GB,United Kingdom
Laugharne,Wales,WLS,GB,United Kingdom
Bramley,England,ENG,GB,United Kingdom
The Skerries,Northern Ireland,NIR,GB,United Kingdom
Benson,England,ENG,GB,United Kingdom
Haydock,England,ENG,GB,United Kingdom
Oakington,England,ENG,GB,United Kingdom
Higham,England,ENG,GB,United Kingdom
Deptford,England,ENG,GB,United Kingdom
Blackdown,England,ENG,GB,United Kingdom
Connahs Quay,Wales,WLS,GB,United Kingdom
Bishop Burton,England,ENG,GB,United Kingdom
Portland,England,ENG,GB,United Kingdom
Downpatrick,Northern Ireland,NIR,GB,United Kingdom
Croughton,England,ENG,GB,United Kingdom
Travelodge Warrington,England,ENG,GB,United Kingdom
Herne Hill,England,ENG,GB,United Kingdom
Gwithian,England,ENG,GB,United Kingdom
Bellshill,Scotland,SCT,GB,United Kingdom
Constantine,England,ENG,GB,United Kingdom
Rosyth,Scotland,SCT,GB,United Kingdom
South Nutfield,England,ENG,GB,United Kingdom
Idle,England,ENG,GB,United Kingdom
Amesbury,England,ENG,GB,United Kingdom
Leysdown-on-Sea,England,ENG,GB,United Kingdom
Heaton,England,ENG,GB,United Kingdom
Tarporley,England,ENG,GB,United Kingdom
Great Kimble,England,ENG,GB,United Kingdom
Westcott,England,ENG,GB,United Kingdom
Pulham Market,England,ENG,GB,United Kingdom
Wingfield,England,ENG,GB,United Kingdom
Spratton,England,ENG,GB,United Kingdom
Maesteg,Wales,WLS,GB,United Kingdom
Plaitford,England,ENG,GB,United Kingdom
Hemsby,England,ENG,GB,United Kingdom
Kingston near Lewes,England,ENG,GB,United Kingdom
Billingham,England,ENG,GB,United Kingdom
Hereford and Worcester,England,ENG,GB,United Kingdom
Highbridge,England,ENG,GB,United Kingdom
Cumbria,England,ENG,GB,United Kingdom
South Bedfordshire District,England,ENG,GB,United Kingdom
Ashton,England,ENG,GB,United Kingdom
Chorlton,England,ENG,GB,United Kingdom
Harpenden,England,ENG,GB,United Kingdom
Stanmore,England,ENG,GB,United Kingdom
Appledram,England,ENG,GB,United Kingdom
Immingham,England,ENG,GB,United Kingdom
Bourne,England,ENG,GB,United Kingdom
Kings Langley,England,ENG,GB,United Kingdom
Church Stretton,England,ENG,GB,United Kingdom
West Molesey,England,ENG,GB,United Kingdom
Detling,England,ENG,GB,United Kingdom
Holme Lacy,England,ENG,GB,United Kingdom
Coleraine,Northern Ireland,NIR,GB,United Kingdom
Kingsnorth,England,ENG,GB,United Kingdom
Snetterton,England,ENG,GB,United Kingdom
Forest Hill,England,ENG,GB,United Kingdom
Saltaire,England,ENG,GB,United Kingdom
Auchinleck,Scotland,SCT,GB,United Kingdom
Thrapston,England,ENG,GB,United Kingdom
Tottenham,England,ENG,GB,United Kingdom
Henham,England,ENG,GB,United Kingdom
Broughton Astley,England,ENG,GB,United Kingdom
Cwmbach,Wales,WLS,GB,United Kingdom
Kincardine,Scotland,SCT,GB,United Kingdom
Sittingbourne,England,ENG,GB,United Kingdom
Threapwood,Wales,WLS,GB,United Kingdom
Worsborough,England,ENG,GB,United Kingdom
Harrington,England,ENG,GB,United Kingdom
Laindon,England,ENG,GB,United Kingdom
Fairfield,Northern Ireland,NIR,GB,United Kingdom
Arley,England,ENG,GB,United Kingdom
City and Borough of Wakefield,England,ENG,GB,United Kingdom
Edlington,England,ENG,GB,United Kingdom
Loxwood,England,ENG,GB,United Kingdom
Aysgarth,England,ENG,GB,United Kingdom
Hellingly,England,ENG,GB,United Kingdom
Ballyronan,Northern Ireland,NIR,GB,United Kingdom
Moray,Scotland,SCT,GB,United Kingdom
Humbie,Scotland,SCT,GB,United Kingdom
Bosherston,Wales,WLS,GB,United Kingdom
Lifton,England,ENG,GB,United Kingdom
Birchington-on-Sea,England,ENG,GB,United Kingdom
West Malling,England,ENG,GB,United Kingdom
Bishopsbourne,England,ENG,GB,United Kingdom
Yalding,England,ENG,GB,United Kingdom
Ribchester,England,ENG,GB,United Kingdom
Frinton-on-Sea,England,ENG,GB,United Kingdom
Sturminster Newton,England,ENG,GB,United Kingdom
Shoreham,England,ENG,GB,United Kingdom
Trelawnyd and Gwaenysgor,Wales,WLS,GB,United Kingdom
Little Glemham,England,ENG,GB,United Kingdom
Upwood,England,ENG,GB,United Kingdom
Swinton,England,ENG,GB,United Kingdom
Kinver,England,ENG,GB,United Kingdom
Pontardulais,Wales,WLS,GB,United Kingdom
Neston,England,ENG,GB,United Kingdom
Westmill,England,ENG,GB,United Kingdom
Bickershaw,England,ENG,GB,United Kingdom
Biggin Hill,England,ENG,GB,United Kingdom
Minster-on-Sea,England,ENG,GB,United Kingdom
Rutland,England,ENG,GB,United Kingdom
Llanharry,Wales,WLS,GB,United Kingdom
Winsford,England,ENG,GB,United Kingdom
Glenarm,Northern Ireland,NIR,GB,United Kingdom
Beeswing,Scotland,SCT,GB,United Kingdom
Worth Matravers,England,ENG,GB,United Kingdom
Bowness-on-Windermere,England,ENG,GB,United Kingdom
Rotherfield Peppard,England,ENG,GB,United Kingdom
Darley Dale,England,ENG,GB,United Kingdom
Chester-le-Street,England,ENG,GB,United Kingdom
Cleveleys,England,ENG,GB,United Kingdom
Ewhurst,England,ENG,GB,United Kingdom
Seahouses,England,ENG,GB,United Kingdom
Kilbirnie,Scotland,SCT,GB,United Kingdom
Sanday Island,Scotland,SCT,GB,United Kingdom
Kettletoft,Scotland,SCT,GB,United Kingdom
Loughton,England,ENG,GB,United Kingdom
Ingleton,England,ENG,GB,United Kingdom
Wedmore,England,ENG,GB,United Kingdom
Brockworth,England,ENG,GB,United Kingdom
Barston,England,ENG,GB,United Kingdom
Iona,Scotland,SCT,GB,United Kingdom
West Linton,Scotland,SCT,GB,United Kingdom
Thurleigh,England,ENG,GB,United Kingdom
Prenton,England,ENG,GB,United Kingdom
Saddleworth,England,ENG,GB,United Kingdom
Zennor,England,ENG,GB,United Kingdom
Calbourne,England,ENG,GB,United Kingdom
Freshwater,England,ENG,GB,United Kingdom
Gomersal,England,ENG,GB,United Kingdom
Barkingside,England,ENG,GB,United Kingdom
Thornborough,England,ENG,GB,United Kingdom
Conway,Wales,WLS,GB,United Kingdom
Bolton Abbey,England,ENG,GB,United Kingdom
Sarratt,England,ENG,GB,United Kingdom
Downham Market,England,ENG,GB,United Kingdom
Twyford,England,ENG,GB,United Kingdom
Randalstown,Northern Ireland,NIR,GB,United Kingdom
Ettrickbridge End,Scotland,SCT,GB,United Kingdom
Brook,England,ENG,GB,United Kingdom
Woburn Sands,England,ENG,GB,United Kingdom
Great Longstone,England,ENG,GB,United Kingdom
Garboldisham,England,ENG,GB,United Kingdom
Kirby Misperton,England,ENG,GB,United Kingdom
Clovenfords,Scotland,SCT,GB,United Kingdom
Oxted,England,ENG,GB,United Kingdom
Patrington,England,ENG,GB,United Kingdom
Horseheath,England,ENG,GB,United Kingdom
Bodedern,Wales,WLS,GB,United Kingdom
Westgate-on-Sea Railway Station,England,ENG,GB,United Kingdom
Badingham,England,ENG,GB,United Kingdom
Titchfield,England,ENG,GB,United Kingdom
City and Borough of Wakefield,England,ENG,GB,United Kingdom
Edlington,England,ENG,GB,United Kingdom
Birmingham and Fazeley Canal,England,ENG,GB,United Kingdom
Appleby-in-Westmorland,England,ENG,GB,United Kingdom
Loxwood,England,ENG,GB,United Kingdom
Stanstead,England,ENG,GB,United Kingdom
Hellingly,England,ENG,GB,United Kingdom
Portsoy,Scotland,SCT,GB,United Kingdom
Ketton,England,ENG,GB,United Kingdom
Millport,Scotland,SCT,GB,United Kingdom
Plockton,Scotland,SCT,GB,United Kingdom
Brodick,Scotland,SCT,GB,United Kingdom
Tarbert,Scotland,SCT,GB,United Kingdom
City of Newport,Wales,WLS,GB,United Kingdom
Munich,Saint Andrew,01,GD,Grenada
Mestia,Martvilis Raioni,36,GE,Georgia
Lalisquri,T'bilisi,51,GE,Georgia
T’elavis Raioni,T'bilisi,51,GE,Georgia
P'ot'i,Abkhazia,00,GE,Georgia
Batumi,Ajaria,04,GE,Georgia
Kutaisi,Abkhazia,00,GE,Georgia
Ozurget'i,Abkhazia,00,GE,Georgia
Tbilisi,Abkhazia,00,GE,Georgia
Verkhniye Sochi,Abkhazia,00,GE,Georgia
Gudauri,Abkhazia,00,GE,Georgia
Mtskheta-Mtianeti [provisional],Abkhazia,00,GE,Georgia
Gori,Abkhazia,00,GE,Georgia
Zugdidi,Abkhazia,00,GE,Georgia
Anaklia,Abkhazia,00,GE,Georgia
Montsinéry-Tonnegrande,Guyane,GF,GF,French Guiana
Cayenne,Guyane,GF,GF,French Guiana
Vale Castle,Guernsey (general),00,GG,Guernsey
Saint Sampson,Guernsey (general),00,GG,Guernsey
Alderney,Guernsey (general),00,GG,Guernsey
Guernsey,Guernsey (general),00,GG,Guernsey
Saint Peter Port,Guernsey (general),00,GG,Guernsey
La Pointe de Pleinmont,Guernsey (general),00,GG,Guernsey
Port Soif,Guernsey (general),00,GG,Guernsey
L'Erée,Guernsey (general),00,GG,Guernsey
Sark,Guernsey (general),00,GG,Guernsey
Accra,Greater Accra,01,GH,Ghana
Landua,Ghana (general),00,GH,Ghana
Nuuk,Vestgrønland,03,GL,Greenland
Ilulissat,Vestgrønland,03,GL,Greenland
Nuuk (Godthåb),Vestgrønland,03,GL,Greenland
Banjul,Banjul,01,GM,Gambia
Batukunku,Western,05,GM,Gambia
Bakau,Western,05,GM,Gambia
Conakry,Conakry,04,GN,Guinea
Pellal,Pita,25,GN,Guinea
Pointe-à-Pitre,Région Guadeloupe,GP,GP,Guadeloupe
Baie-Mahault,Région Guadeloupe,GP,GP,Guadeloupe
Saint-François,Région Guadeloupe,GP,GP,Guadeloupe
Santa Isabel,Bioko Norte,04,GQ,Equatorial Guinea
Gýtheio,Peloponnese,ESYE25,GR,Greece
Peraía,Central Macedonia,ESYE12,GR,Greece
Ayía Paraskeví,Attica,ESYE31,GR,Greece
Sgourokefálion,Crete,ESYE43,GR,Greece
Nomós Argolídos,Peloponnese,ESYE25,GR,Greece
Markópoulo,Attica,ESYE31,GR,Greece
Anógeia,Crete,ESYE43,GR,Greece
Arta,Epirus,ESYE21,GR,Greece
Chalcidice,Central Macedonia,ESYE12,GR,Greece
Néa Smýrni,Attica,ESYE31,GR,Greece
Ágioi Anárgyroi,Attica,ESYE31,GR,Greece
Argyroúpoli,Attica,ESYE31,GR,Greece
Kaména Voúrla,Central Greece,ESYE24,GR,Greece
Polýkastro,Central Macedonia,ESYE12,GR,Greece
Ágioi Theódoroi,Central Greece,ESYE24,GR,Greece
Taḯyetos Óros,Peloponnese,ESYE25,GR,Greece
Dimos Dorida,Central Greece,ESYE24,GR,Greece
Kiónion,Ionian Islands,ESYE22,GR,Greece
Poseídi,Central Macedonia,ESYE12,GR,Greece
Marathópolis,Peloponnese,ESYE25,GR,Greece
Schoínos,North Aegean,ESYE41,GR,Greece
Skýros,Central Greece,ESYE24,GR,Greece
Kouroútai,Crete,ESYE43,GR,Greece
Mikri Vigla beach,South Aegean,ESYE42,GR,Greece
Nomós Ileías,West Greece,ESYE23,GR,Greece
Pírgos,Peloponnese,ESYE25,GR,Greece
Nomós Xánthis,East Macedonia and Thrace,ESYE11,GR,Greece
Díon,Central Macedonia,ESYE12,GR,Greece
Néa Péramos,Attica,ESYE31,GR,Greece
Dimos Dorida,Central Greece,ESYE24,GR,Greece
Kiónion,Ionian Islands,ESYE22,GR,Greece
Peristérion,Central Greece,ESYE24,GR,Greece
Poseídi,Central Macedonia,ESYE12,GR,Greece
Marathópolis,Peloponnese,ESYE25,GR,Greece
Schoínos,North Aegean,ESYE41,GR,Greece
